State,District,NAME
Orissa,SONAPUR,Sonepur
Orissa,SONEPUR,Sonepur
Orissa,SUBARNAPUR,Sonepur
Orissa,SUNDARGARH,Sundargarh
Orissa,SUNDERGARH,Sundargarh
Orissa,TOTAL,Total
Puducherry,CHECK,NA
Puducherry,KARAIKAL,Karaikal
Puducherry,MAHE,Mahe
Puducherry,PODUCHERRY,Pondy (District)
Puducherry,PONDICHERRY,Pondy (District)
Puducherry,PONDY (DISTRICT),Pondy (District)
Puducherry,PONDY(DISTRICT),Pondy (District)
Puducherry,PUDDUCHERRY,Pondy (District)
Puducherry,PUDUCHERRY,Pondy (District)
Puducherry,TOTAL,Total
Puducherry,YANAM,Yanam
Punjab,AMBALA,Ambala
Punjab,AMIRTSAR,Amritsar
Punjab,AMRITSAR,Amritsar
Punjab,AMRITSER,Amritsar
Punjab,BARNALA,Barnala
Punjab,BATHINDA,Bathinda
Punjab,BHATINDA,Bathinda
Punjab,CHECK,NA
Punjab,FARDKOT,Faridkot
Punjab,FARIDKOT,Faridkot
Punjab,FATEHGARH,Fatehgarh Sahib
Punjab,FATEHGARH SAHIB,Fatehgarh Sahib
Punjab,FAZILKA,Fazilka
Punjab,FEROZAPUR,Firozpur
Punjab,FEROZEPORE,Firozpur
Punjab,FEROZEPUR,Firozpur
Punjab,FEROZIPUR,Firozpur
Punjab,FEROZPUR,Firozpur
Punjab,FIROZEPUR,Firozpur
Punjab,FIROZPUR,Firozpur
Punjab,GURDASPUR,Gurdaspur
Punjab,GURGAON,Gurgaon
Punjab,HISSAR,Hisar
Punjab,HOSHIARPUR,Hoshiarpur
Punjab,JALANDHAR,Jalandhar
Punjab,JULLUNDAR,Jalandhar
Punjab,JULLUNDUR,Jalandhar
Punjab,KANGRA,Kangra
Punjab,KAPURTHALA,Kapurthala
Punjab,KARNAL,Karnal
Punjab,KOHISTAN,NA
Punjab,KULU,Kullu
Punjab,LAHUL & SPITI,Lahul and Spiti
Punjab,LUDHIANA,Ludhiana
Punjab,MANSA,Mansa
Punjab,MANSHA,Mansa
Punjab,MOGA,Moga
Punjab,MOHALI,Sahibzada Ajit Singh Nagar
Punjab,MOHINDERGARH,Mahendragarh
Punjab,MUKATSAR,Muktsar
Punjab,MUKTSAR,Muktsar
Punjab,NAWAN,Nawan Shehar
Punjab,NAWAN SHEHAR,Nawan Shehar
Punjab,NAWANSHAHAR,Nawan Shehar
Punjab,NAWANSHAHR,Nawan Shehar
Punjab,PATAILA,Patiala
Punjab,PATHANKOT,Pathankot
Punjab,PATIALA,Patiala
Punjab,PUNJAB,Punjab
Punjab,ROHTAK,Rohtak
Punjab,ROOPNAGAR,Rupnagar
Punjab,ROPAR,Ropar
Punjab,RUPAR,Ropar
Punjab,RUPNAGAR,Rupnagar
Punjab,RUPNAGAR (ROPAR),Rupnagar
Punjab,RUPNAGAR(ROPAR),Rupnagar
Punjab,S.A.S NAGAR,Sahibzada Ajit Singh Nagar
Punjab,SAHIBZADA AJIT SINGH NAGAR,Sahibzada Ajit Singh Nagar
Punjab,SANGRUR,Sangrur
Punjab,SANRGUR,Sangrur
Punjab,SHAHID BHAGAT SINGH NAGAR,Nawan Shehar
Punjab,SIMLA,Shimla
Punjab,TARN TARAN,Tarn Taran
Punjab,TOTAL,Total
Rajasthan,AJMER,Ajmer
Rajasthan,ALWAR,Alwar
Rajasthan,BANSWARA,Banswara
Rajasthan,BARAN,Baran
Rajasthan,BARMER,Barmer
Rajasthan,BHARATPUR,Bharatpur
Rajasthan,BHILAWARA,Bhilwara
Rajasthan,BHILWARA,Bhilwara
Rajasthan,BIKANER,Bikaner
Rajasthan,BUNDI,Bundi
Rajasthan,CHITTAURGARH,Chittaurgarh
Rajasthan,CHITTOR,Chittaurgarh
Rajasthan,CHITTORGA,Chittaurgarh
Rajasthan,CHITTORGARH,Chittaurgarh
Rajasthan,CHURU,Churu
Rajasthan,DAUSA,Dausa
Rajasthan,DHAULPUR,Dhaulpur
Rajasthan,DHOLPUR,Dhaulpur
Rajasthan,DUNGARPUR,Dungarpur
Rajasthan,GANGA NAGAR,Ganganagar
Rajasthan,GANGANAGA,Ganganagar
Rajasthan,GANGANAGAR,Ganganagar
Rajasthan,HANUMANGARH,Hanumangarh
Rajasthan,JAIPUR,Jaipur
Rajasthan,JAISALMAR,Jaisalmer
Rajasthan,JAISALMER,Jaisalmer
Rajasthan,JALOR,Jalor
Rajasthan,JALORE,Jalor
Rajasthan,JHALAWAR,Jhalawar
Rajasthan,JHUNJHNU,Jhunjhunun
Rajasthan,JHUNJHUNU,Jhunjhunun
Rajasthan,JHUNJHUNUN,Jhunjhunun
Rajasthan,JODHPUR,Jodhpur
Rajasthan,KARAULI,Karauli
Rajasthan,KAROLI,Karauli
Rajasthan,KARULI,Karauli
Rajasthan,KOTA,Kota
Rajasthan,KOTAH,Kota
Rajasthan,NAGAUR,Nagaur
Rajasthan,NAGOUR,Nagaur
Rajasthan,PALI,Pali
Rajasthan,PRATAPGARH,Pratapgarh
Rajasthan,RAJASTHAN,Rajasthan
Rajasthan,RAJSAMAD,Rajsamand
Rajasthan,RAJSAMAND,Rajsamand
Rajasthan,S. MADHOPUR,Sawai Madhopur
Rajasthan,SAWAI MADHOPUR,Sawai Madhopur
Rajasthan,SAWAI-MADHOPUR,Sawai Madhopur
Rajasthan,SIKAR,Sikar
Rajasthan,SIROHI,Sirohi
Rajasthan,TANK,Tonk
Rajasthan,TOLAT,NA
Rajasthan,TONK,Tonk
Rajasthan,TOTAL,Total
Rajasthan,UDAIPUR,Udaipur
Saurashtra,GOHILWAD,Gohilwad
Saurashtra,HALAR,Halar
Saurashtra,MADHYA SAURASHTRA,NA
Saurashtra,SORATH,Sorath
Saurashtra,ZALAWAD,Zalawad
Sikkim,EAST DISTRICT,East
Sikkim,EAST SIKKIM,East
Sikkim,NORTH DISTRICT,North Sikkim
Sikkim,NORTH SIKKIM,North Sikkim
Sikkim,SIKKIM,Sikkim
Sikkim,SOUTH DISTRICT,South Sikkim
Sikkim,SOUTH SIKKIM,South Sikkim
Sikkim,WEST DISTRICT,West Sikkim
Sikkim,WEST SIKKIM,West Sikkim
Tamil Nadu,ANNA,Dindigul
Tamil Nadu,ANNA (DINDIGUL),Dindigul
Tamil Nadu,ARIYALUR,Ariyalur
Tamil Nadu,CHECK,NA
Tamil Nadu,CHENGAI ANNA,Chengalpattu
Tamil Nadu,CHENGALPATTU,Chengalpattu
Tamil Nadu,CHENGALPATTU MGR,Chengalpattu
Tamil Nadu,CHENGLEPUT,Chengalpattu
Tamil Nadu,CHENNAI,Chennai
Tamil Nadu,CHIDAMBARANAR,Thoothukudi
Tamil Nadu,CHINGLAPUT,Chengalpattu
Tamil Nadu,CHINGLEPUT,Chengalpattu
Tamil Nadu,COIMBATORE,Coimbatore
Tamil Nadu,CUDDALORE,Cuddalore
Tamil Nadu,CUDDALORE (S.ARCOT),Cuddalore
Tamil Nadu,DHARAMPURI,Dharmapuri
Tamil Nadu,DHARMAPURI,Dharmapuri
Tamil Nadu,DHARMPURI,Dharmapuri
Tamil Nadu,DINDIGUL,Dindigul
Tamil Nadu,DINDIGUL-ANNA,Dindigul
Tamil Nadu,DINDUGUL,Dindigul
Tamil Nadu,ERODE,Erode
Tamil Nadu,KAMARAJAR,Virudhunagar
Tamil Nadu,KAMRAJA,Virudhunagar
Tamil Nadu,KAMRAJAR,Virudhunagar
Tamil Nadu,KANCHEEPURAM,Kancheepuram
Tamil Nadu,KANCHEEPURAM / KANCHIPURAM,Kancheepuram
Tamil Nadu,KANCHIPURAM,Kancheepuram
Tamil Nadu,KANNIYAKUMARI,Kanniyakumari
Tamil Nadu,KANNYAKUMARI,Kanniyakumari
Tamil Nadu,KANYA KUMARI,Kanniyakumari
Tamil Nadu,KANYAKUMARI,Kanniyakumari
Tamil Nadu,KARUR,Karur
Tamil Nadu,KRISHNAGIRI,Krishnagiri
Tamil Nadu,MADHURAI,Madurai
Tamil Nadu,MADRAS,Chennai
Tamil Nadu,MADURAI,Madurai
Tamil Nadu,MUTHURAMALINGAM,Sivaganga
Tamil Nadu,MUTHURAMLINGAM(PASUMPON),Sivaganga
Tamil Nadu,N. ARCOT,North Arcot
Tamil Nadu,NAGAPATTINAM,Nagapattinam
Tamil Nadu,NAGAPATTINAM (QUID- MILLETH),Nagapattinam
Tamil Nadu,NAGAPATTINAM-QUIAD MILLETH,Nagapattinam
Tamil Nadu,NAMAKKAL,Namakkal
Tamil Nadu,NILGIRIS,Nilgiris
Tamil Nadu,NORTH ARCOT,North Arcot
Tamil Nadu,NORTH ARCOT \ AMBEDKAR,North Arcot
Tamil Nadu,P. MUTHURAMALINGAM,Sivaganga
Tamil Nadu,PERAMBALUR,Perambalur
Tamil Nadu,PERIYAR,Erode
Tamil Nadu,PUDUKKOTAI,Pudukkottai
Tamil Nadu,PUDUKKOTTAI,Pudukkottai
Tamil Nadu,PUDUKOTTAI,Pudukkottai
Tamil Nadu,RAKANATHAPURAM,Ramanathapuram
Tamil Nadu,RAMANATHAPURA,Ramanathapuram
Tamil Nadu,RAMANATHAPURAM,Ramanathapuram
Tamil Nadu,RAMANTHAPURAM,Ramanathapuram
Tamil Nadu,RAMNATH PURAM,Ramanathapuram
Tamil Nadu,RAMNATHAPURAM,Ramanathapuram
Tamil Nadu,S. ARCOT,South Arcot
Tamil Nadu,SALEM,Salem
Tamil Nadu,SIVAGANGA,Sivaganga
Tamil Nadu,SOUTH ARCOT,South Arcot
Tamil Nadu,SOUTH ARCOT VALLAL,South Arcot
Tamil Nadu,TAMIL NADU,Tamil Nadu
Tamil Nadu,TANJAVUR,Thanjavur
Tamil Nadu,TANJORE,Tanjore
Tamil Nadu,THANJAVAR,Thanjavur
Tamil Nadu,THANJAVUR,Thanjavur
Tamil Nadu,THE NILGIRIS,Nilgiris
Tamil Nadu,THENI,Theni
Tamil Nadu,THIRUCHIRAPALL,Tiruchchirappalli
Tamil Nadu,THIRUNELVELI,Tirunelveli Kattabo
Tamil Nadu,THIRUVALLUR,Thiruvallur
Tamil Nadu,THIRUVANNAMALAI,Tiruvannamalai
Tamil Nadu,THIRUVARUR,Thiruvarur
Tamil Nadu,THOOTHUGUDI,Thoothukudi
Tamil Nadu,THOOTHUKKUDI,Thoothukudi
Tamil Nadu,TIRANJAVUR,Thanjavur
Tamil Nadu,TIRINELVELI,Tirunelveli Kattabo
Tamil Nadu,TIRUCHIRAPALI,Tiruchchirappalli
Tamil Nadu,TIRUCHIRAPALLI,Tiruchchirappalli
Tamil Nadu,TIRUCHIRAPALLI / TRICHY,Tiruchchirappalli
Tamil Nadu,TIRUCHIRAPELLI,Tiruchchirappalli
Tamil Nadu,TIRUCHIRAPPALLI,Tiruchchirappalli
Tamil Nadu,TIRUNELVEI,Tirunelveli Kattabo
Tamil Nadu,TIRUNELVELI,Tirunelveli Kattabo
Tamil Nadu,TIRUNELVELI KATTABOMMAN,Tirunelveli Kattabo
Tamil Nadu,TIRUPPUR,Tiruppur
Tamil Nadu,TIRUVALLUR,Thiruvallur
Tamil Nadu,TIRUVANNAMALAI,Tiruvannamalai
Tamil Nadu,TIRUVANNAMALAI SAMBUVARAYAR,Tiruvannamalai
Tamil Nadu,TIRUVANNMALAI,Tiruvannamalai
Tamil Nadu,TIRUVARUR,Thiruvarur
Tamil Nadu,TOTAL,Total
Tamil Nadu,TRICHIRAPPALLI,Tiruchchirappalli
Tamil Nadu,TUTICORIN,Thoothukudi
Tamil Nadu,TUTICORIN DISTRICT,Thoothukudi
Tamil Nadu,V.O. CHIDAMBARANAR,Thoothukudi
Tamil Nadu,VELLORE,Vellore
Tamil Nadu,VELLORE (N.ARCOT),Vellore
Tamil Nadu,VILLUPPURAM,Villupuram
Tamil Nadu,VILLUPURAM,Villupuram
Tamil Nadu,VILUPPURAM,Villupuram
Tamil Nadu,VIRUDHUNAGAR,Virudhunagar
Tamil Nadu,VIRUDUNAGAR,Virudhunagar
Tripura,CHECK,NA
Tripura,DHALAI,Dhalai
Tripura,NORTH,North Tripura
Tripura,NORTH TRIPURA,North Tripura
Tripura,SOUTH,South Tripura
Tripura,SOUTH TRIPURA,South Tripura
Tripura,TIRPURA,Tripura
Tripura,TOTAL,Total
Tripura,TRIPURA,Tripura
Tripura,WEST,West Tripura
Tripura,WEST TRIPURA,West Tripura
Uttar Pradesh,AGRA,Agra
Uttar Pradesh,ALIGARH,Aligarh
Uttar Pradesh,ALIGRAH,Aligarh
Uttar Pradesh,ALLAHABAD,Allahabad
Uttar Pradesh,ALMORA,Almora
Uttar Pradesh,ALMORA & PITHORGARH,Almora
Uttar Pradesh,ALMORA PITHORAGARH,Almora
Uttar Pradesh,ALMORAH,Almora
Uttar Pradesh,AMBEDAKAR NAGAR,Ambedkar Nagar
Uttar Pradesh,AMBEDKAR,Ambedkar Nagar
Uttar Pradesh,AMBEDKAR NAGAR,Ambedkar Nagar
Uttar Pradesh,AMETHI,Amethi
Uttar Pradesh,AMROHA,Jyotiba Phule Nagar
Uttar Pradesh,AURAIYA,Auraiya
Uttar Pradesh,AZAMGARH,Azamgarh
Uttar Pradesh,BADAUN,Badaun
Uttar Pradesh,BAGESHWAR,Bageshwar
Uttar Pradesh,BAGHPAT,Baghpat
Uttar Pradesh,BAGPAT,Baghpat
Uttar Pradesh,BAHARAICH,Bahraich
Uttar Pradesh,BAHRAICH,Bahraich
Uttar Pradesh,BALLIA,Ballia
Uttar Pradesh,BALRAMPUR,Balrampur
Uttar Pradesh,BANARAS,Varanasi
Uttar Pradesh,BANDA,Banda
Uttar Pradesh,BARA BANKI,Bara Banki
Uttar Pradesh,BARABANKI,Bara Banki
Uttar Pradesh,BAREILLY,Bareilly
Uttar Pradesh,BASTI,Basti
Uttar Pradesh,BIJNOR,Bijnor
Uttar Pradesh,BIJNORE,Bijnor
Uttar Pradesh,BUDAUN,Badaun
Uttar Pradesh,BUDUAN,Badaun
Uttar Pradesh,BULAND SAHAR,Bulandshahr
Uttar Pradesh,BULANDSAHAR,Bulandshahr
Uttar Pradesh,BULANDSHAHAR,Bulandshahr
Uttar Pradesh,BULANDSHAHER,Bulandshahr
Uttar Pradesh,BULANDSHAHR,Bulandshahr
Uttar Pradesh,BULANDSHARHR,Bulandshahr
Uttar Pradesh,BULLANDSHAHR,Bulandshahr
Uttar Pradesh,CHAMOLI,Chamoli
Uttar Pradesh,CHAMOLI(GOPESHWAR),Chamoli
Uttar Pradesh,CHAMPAWAT,Champawat
Uttar Pradesh,CHANDAULI,Chandauli
Uttar Pradesh,CHECK,NA
Uttar Pradesh,CHITRAKOOT,Chitrakoot
Uttar Pradesh,CHITRAKUT,Chitrakoot
Uttar Pradesh,DEHARDUN,Dehra Dun
Uttar Pradesh,DEHRA DUN,Dehra Dun
Uttar Pradesh,DEHRADUN,Dehra Dun
Uttar Pradesh,DEORIA,Deoria
Uttar Pradesh,DEVARIA,Deoria
Uttar Pradesh,ETAH,Etah
Uttar Pradesh,ETAWAH,Etawah
Uttar Pradesh,FAIZABAD,Faizabad
Uttar Pradesh,FARRUKHABAD,Farrukhabad
Uttar Pradesh,FARRUKKABAD,Farrukhabad
Uttar Pradesh,FARUKHABAD,Farrukhabad
Uttar Pradesh,FATEHPUR,Fatehpur
Uttar Pradesh,FEROZABAD,Firozabad
Uttar Pradesh,FIROZABAD,Firozabad
Uttar Pradesh,FYZABAD,Faizabad
Uttar Pradesh,GARHWAL,Garhwal
Uttar Pradesh,GARHWAL & CHAMOLI,Garhwal
Uttar Pradesh,GARHWAL CHAMOLI,Garhwal
Uttar Pradesh,GAUTAM BUDDHA,Gautam Buddha Nagar
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar
Uttar Pradesh,GAUTAM BUDHA NAGAR,Gautam Buddha Nagar
Uttar Pradesh,GHAZIABAD,Ghaziabad
Uttar Pradesh,GHAZIPUR,Ghazipur
Uttar Pradesh,GONDA,Gonda
Uttar Pradesh,GORAKHPUR,Gorakhpur
Uttar Pradesh,HAMIRPUR,Hamirpur
Uttar Pradesh,HARDOI,Hardoi
Uttar Pradesh,HARDWAR,Haridwar
Uttar Pradesh,HARIDWAR,Haridwar
Uttar Pradesh,HATHARAS,Hathras
Uttar Pradesh,HATHRAS,Hathras
Uttar Pradesh,HATHRAS / MAHAMAYA NAGAR,Hathras
Uttar Pradesh,HILLYU. DISTT TOTAL,NA
Uttar Pradesh,J B FULE NAGAR,Jyotiba Phule Nagar
Uttar Pradesh,JALAUN,Jalaun
Uttar Pradesh,JANUPUR,Jaunpur
Uttar Pradesh,JAUNPUR,Jaunpur
Uttar Pradesh,JBFLUE NAGAR,Jyotiba Phule Nagar
Uttar Pradesh,JHANSI,Jhansi
Uttar Pradesh,JYOTIBA PHULE NAGAR,Jyotiba Phule Nagar
Uttar Pradesh,JYOTIBA PHULE NAGAR / AMROHA,Jyotiba Phule Nagar
Uttar Pradesh,JYOTIBA PHULENAGAR,Jyotiba Phule Nagar
Uttar Pradesh,KANNAUJ,Kannauj
Uttar Pradesh,KANPUR,Kanpur
Uttar Pradesh,KANPUR (C),Kanpur
Uttar Pradesh,KANPUR (CITY),Kanpur
Uttar Pradesh,KANPUR (D),Kanpur Dehat
Uttar Pradesh,KANPUR (DEHAT),Kanpur Dehat
Uttar Pradesh,KANPUR (S),Kanpur Dehat
Uttar Pradesh,KANPUR DEHAT,Kanpur Dehat
Uttar Pradesh,KANPUR NAGAR,Kanpur
Uttar Pradesh,KANPUR(CITY),Kanpur
Uttar Pradesh,KASGANJ,Kasganj
Uttar Pradesh,KANSHIRAM NAGAR,Kasganj
Uttar Pradesh,KAUSHAMBI,Kaushambi
Uttar Pradesh,KHERI,Lakhimpur Kheri
Uttar Pradesh,KHIRI,Lakhimpur Kheri
Uttar Pradesh,KOSHAMBHI,Kaushambi
Uttar Pradesh,KUSHI NAGAR,Kushinagar
Uttar Pradesh,KUSHINAGAR,Kushinagar
Uttar Pradesh,LALITPUR,Lalitpur
Uttar Pradesh,LUCKNOW,Lucknow
Uttar Pradesh,MAHA MAYA NAGAR,Hathras
Uttar Pradesh,MAHAMAYA NAGAR,Hathras
Uttar Pradesh,MAHARAJ GANJ,Maharajganj
Uttar Pradesh,MAHARAJGANJ,Maharajganj
Uttar Pradesh,MAHOBA,Mahoba
Uttar Pradesh,MAHRAJAGANJ,Maharajganj
Uttar Pradesh,MAHRAJGANJ,Maharajganj
Uttar Pradesh,MAINPURI,Mainpuri
Uttar Pradesh,MATHURA,Mathura
Uttar Pradesh,MAU,Mau
Uttar Pradesh,MEERUT,Meerut
Uttar Pradesh,MERRUT,Meerut
Uttar Pradesh,MIRZAPUR,Mirzapur
Uttar Pradesh,MORADABAD,Moradabad
Uttar Pradesh,MUZAFFAR NAGAR,Muzaffarnagar
Uttar Pradesh,MUZAFFARNAGAR,Muzaffarnagar
Uttar Pradesh,MUZAFFER NAGAR,Muzaffarnagar
Uttar Pradesh,MUZZAFARNAGAR,Muzaffarnagar
Uttar Pradesh,NAINITAL,Naini Tal
Uttar Pradesh,NAINITAL (H.P.),Naini Tal
Uttar Pradesh,NAINITAL (HILL PORTION),Naini Tal
Uttar Pradesh,NAINITAL (M.P.),Naini Tal
Uttar Pradesh,NAINITAL(PLAINS),Naini Tal
Uttar Pradesh,PARTAPGARH,Pratapgarh
Uttar Pradesh,PAURI GARHWAL,Pauri Garhwal
Uttar Pradesh,PAURI GARWAL,Pauri Garhwal
Uttar Pradesh,PILIBHIT,Pilibhit
Uttar Pradesh,PITHORAGARH,Pithoragarh
Uttar Pradesh,PITHORGARH,Pithoragarh
Uttar Pradesh,PITTORGARH,Pithoragarh
Uttar Pradesh,PRATAPGARH,Pratapgarh
Uttar Pradesh,RAE BARELI,Rae Bareli
Uttar Pradesh,RAE-BARELI,Rae Bareli
Uttar Pradesh,RAE-BARELLI,Rae Bareli
Uttar Pradesh,RAE-BARELLY,Rae Bareli
Uttar Pradesh,RAEBARELI,Rae Bareli
Uttar Pradesh,RAEBARELY,Rae Bareli
Uttar Pradesh,RAI BARELI,Rae Bareli
Uttar Pradesh,RAI BARELIY,Rae Bareli
Uttar Pradesh,RAI-BARELI,Rae Bareli
Uttar Pradesh,RAIBARELI,Rae Bareli
Uttar Pradesh,RAMPUR,Rampur
Uttar Pradesh,RUDRA PRAYAG,Rudra Prayag
Uttar Pradesh,S.RAVI DAS NAGAR,Sant Ravi Das Nagar
Uttar Pradesh,S.RAVI DAS NGR,Sant Ravi Das Nagar
Uttar Pradesh,SAHARANPUR,Saharanpur
Uttar Pradesh,SANT KABIR NAGAR,Sant Kabir Nagar
Uttar Pradesh,SANT KABIR NGR,Sant Kabir Nagar
Uttar Pradesh,SANT KABEER NAGAR,Sant Kabir Nagar
Uttar Pradesh,SANT RAVI DAS NAGAR,Sant Ravi Das Nagar
Uttar Pradesh,SANT RAVIDAS NAGAR,Sant Ravi Das Nagar
Uttar Pradesh,SANT RAVIDAS NAGAR - BHADOHI,Sant Ravi Das Nagar
Uttar Pradesh,SANT RAVIDAS NAGAR / BHADOHI,Sant Ravi Das Nagar
Uttar Pradesh,SHAHJAHANPUR,Shahjahanpur
Uttar Pradesh,SHAHJANPUR,Shahjahanpur
Uttar Pradesh,SHAHUJI MAHARAJ NAGAR,Amethi
Uttar Pradesh,SHAJAHANPUR,Shahjahanpur
Uttar Pradesh,SHARANPUR,Saharanpur
Uttar Pradesh,SHRAVASTI,Shravasti
Uttar Pradesh,SHRAWASTI,Shravasti
Uttar Pradesh,SIDDHARTH NAGAR,Siddharth Nagar
Uttar Pradesh,SIDDHARTHNAGAR,Siddharth Nagar
Uttar Pradesh,SIDHARATHNAGAR,Siddharth Nagar
Uttar Pradesh,SIDHARTH NAGAR,Siddharth Nagar
Uttar Pradesh,SIDHARTHA,Siddharth Nagar
Uttar Pradesh,SITAPUR,Sitapur
Uttar Pradesh,SOMBHADRA,Sonbhadra
Uttar Pradesh,SONBHADRA,Sonbhadra
Uttar Pradesh,SULTANPUR,Sultanpur
Uttar Pradesh,TEHRI GARHWAL,Tehri Garhwal
Uttar Pradesh,TEHRI GARHWAL & UTTAR KANSHI,Tehri Garhwal
Uttar Pradesh,TEHRI GARHWAL & UTTAR KASHI,Tehri Garhwal
Uttar Pradesh,TEHRIGARHWAL,Tehri Garhwal
Uttar Pradesh,TOTAL,Total
Uttar Pradesh,UDHAM SINGH,Udham Singh Nagar
Uttar Pradesh,UDHAMSINGH NAGAR,Udham Singh Nagar
Uttar Pradesh,UNAO,Unnao
Uttar Pradesh,UNNAO,Unnao
Uttar Pradesh,UTTAR KANSHI,Uttarkashi
Uttar Pradesh,UTTAR KASHI,Uttarkashi
Uttar Pradesh,UTTAR PRADESH,Uttar Pradesh
Uttar Pradesh,UTTARKASHI,Uttarkashi
Uttar Pradesh,VARANASI,Varanasi
Uttarakhand,ALMORA,Almora
Uttarakhand,ALMORAH,Almora
Uttarakhand,BAGESHWAR,Bageshwar
Uttarakhand,CHAMOLI,Chamoli
Uttarakhand,CHAMPAWAT,Champawat
Uttarakhand,DEHARDUN,Dehra Dun
Uttarakhand,DEHRA DUN,Dehra Dun
Uttarakhand,DEHRADUN,Dehra Dun
Uttarakhand,GARHWAL,Garhwal
Uttarakhand,HARDWAR,Haridwar
Uttarakhand,HARIDWAR,Haridwar
Uttarakhand,NAINITAL,Naini Tal
Uttarakhand,PAURI,Pauri Garhwal
Uttarakhand,PAURI GARHWAL,Pauri Garhwal
Uttarakhand,PITHORAGARH,Pithoragarh
Uttarakhand,PITTORGARH,Pithoragarh
Uttarakhand,RUDRAPRAYAG,Rudra Prayag
Uttarakhand,TEHRI GARHWAL,Tehri Garhwal
Uttarakhand,TEHRI GARWAL,Tehri Garhwal
Uttarakhand,TOTAL,Total
Uttarakhand,UDHAM SINGH,Udham Singh Nagar
Uttarakhand,UDHAM SINGH NAGAR,Udham Singh Nagar
Uttarakhand,UDAM SINGH NAGAR,Udham Singh Nagar
Uttarakhand,UTTAR KASHI,Uttarkashi
Uttarakhand,UTTARAKHAND,Uttarakhand
Uttarakhand,UTTARANCHAL,Uttarakhand
Uttarakhand,UTTARKASHI,Uttarkashi
West Bengal,24 PARAGANAS,24 Parganas
West Bengal,24 PARGANAS,24 Parganas
West Bengal,24-PARAGANAS,24 Parganas
West Bengal,24-PARGANAS,24 Parganas
West Bengal,24-PARGANAS (N),North 24 Parganas
West Bengal,24-PARGANAS (S),South 24 Parganas
West Bengal,24-PARGANAS(N),North 24 Parganas
West Bengal,25-PARGANAS,24 Parganas
West Bengal,25-PARGANAS (N),North 24 Parganas
West Bengal,25-PARGANAS (S),South 24 Parganas
West Bengal,26-PARGANAS,24 Parganas
West Bengal,26-PARGANAS (N),North 24 Parganas
West Bengal,26-PARGANAS (S),South 24 Parganas
West Bengal,27-PARGANAS,24 Parganas
West Bengal,27-PARGANAS (N),North 24 Parganas
West Bengal,27-PARGANAS (S),South 24 Parganas
West Bengal,28-PARGANAS,24 Parganas
West Bengal,29-PARGANAS,24 Parganas
West Bengal,30-PARGANAS,24 Parganas
West Bengal,30-PARGANAS (N),North 24 Parganas
West Bengal,30-PARGANAS (S),South 24 Parganas
West Bengal,31-PARGANAS,24 Parganas
West Bengal,31-PARGANAS (N),North 24 Parganas
West Bengal,31-PARGANAS (S),South 24 Parganas
West Bengal,32-PARGANAS,24 Parganas
West Bengal,32-PARGANAS (N),North 24 Parganas
West Bengal,32-PARGANAS (S),South 24 Parganas
West Bengal,33-PARGANAS,24 Parganas
West Bengal,33-PARGANAS (N),North 24 Parganas
West Bengal,33-PARGANAS (S),South 24 Parganas
West Bengal,34-PARGANAS,24 Parganas
West Bengal,34-PARGANAS (N),North 24 Parganas
West Bengal,34-PARGANAS (S),South 24 Parganas
West Bengal,35-PARGANAS,24 Parganas
West Bengal,35-PARGANAS (N),North 24 Parganas
West Bengal,35-PARGANAS (S),South 24 Parganas
West Bengal,36-PARGANAS,24 Parganas
West Bengal,36-PARGANAS (N),North 24 Parganas
West Bengal,36-PARGANAS (S),South 24 Parganas
West Bengal,37-PARGANAS,24 Parganas
West Bengal,37-PARGANAS (N),North 24 Parganas
West Bengal,37-PARGANAS (S),South 24 Parganas
West Bengal,38-PARGANAS,24 Parganas
West Bengal,38-PARGANAS (N),North 24 Parganas
West Bengal,38-PARGANAS (S),South 24 Parganas
West Bengal,39-PARGANAS,24 Parganas
West Bengal,39-PARGANAS (N),North 24 Parganas
West Bengal,39-PARGANAS (S),South 24 Parganas
West Bengal,40-PARGANAS,24 Parganas
West Bengal,40-PARGANAS (N),North 24 Parganas
West Bengal,40-PARGANAS (S),South 24 Parganas
West Bengal,41-PARGANAS,24 Parganas
West Bengal,41-PARGANAS (N),North 24 Parganas
West Bengal,41-PARGANAS (S),South 24 Parganas
West Bengal,42-PARGANAS,24 Parganas
West Bengal,42-PARGANAS (N),North 24 Parganas
West Bengal,42-PARGANAS (S),South 24 Parganas
West Bengal,43-PARGANAS,24 Parganas
West Bengal,43-PARGANAS (N),North 24 Parganas
West Bengal,43-PARGANAS (S),South 24 Parganas
West Bengal,44-PARGANAS,24 Parganas
West Bengal,44-PARGANAS (N),North 24 Parganas
West Bengal,44-PARGANAS (S),South 24 Parganas
West Bengal,45-PARGANAS,24 Parganas
West Bengal,45-PARGANAS (N),North 24 Parganas
West Bengal,45-PARGANAS (S),South 24 Parganas
West Bengal,46-PARGANAS,24 Parganas
West Bengal,46-PARGANAS (N),North 24 Parganas
West Bengal,46-PARGANAS (S),South 24 Parganas
West Bengal,47-PARGANAS,24 Parganas
West Bengal,47-PARGANAS (N),North 24 Parganas
West Bengal,47-PARGANAS (S),South 24 Parganas
West Bengal,48-PARGANAS,24 Parganas
West Bengal,48-PARGANAS (N),North 24 Parganas
